Survived,Pclass,Sex,Age,SibSp,Parch,Sex_encoding,features,rawPrediction,probability,prediction
0,1,male,30.0,0,0,1.0,"[0.0,1.0,0.0,0.0,30.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,0,1.0,"[0.0,1.0,0.0,0.0,30.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,0,1.0,"[0.0,1.0,0.0,0.0,30.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,0,1.0,"[0.0,1.0,0.0,0.0,30.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,0,1.0,"[0.0,1.0,0.0,0.0,30.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,0,1.0,"[0.0,1.0,0.0,0.0,30.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,0,1.0,"[0.0,1.0,0.0,0.0,30.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,1,1.0,"[0.0,1.0,0.0,1.0,30.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,2,1.0,"[0.0,1.0,0.0,2.0,30.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,2,1.0,"[0.0,1.0,0.0,2.0,30.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,0,2,1.0,"[0.0,1.0,0.0,2.0,30.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,1,0,1.0,"[0.0,1.0,1.0,0.0,30.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,1,0,1.0,"[0.0,1.0,1.0,0.0,30.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,1,2,1.0,"[0.0,1.0,1.0,2.0,30.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,3,0,1.0,"[0.0,1.0,3.0,0.0,30.0,1.0]","[1.5435020027250008,-1.5435020027250008]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,30.0,3,2,1.0,"[0.0,1.0,3.0,2.0,30.0,1.0]","[1.5435020027250006,-1.5435020027250006]","[0.9563534785727081,0.04364652142729186]",0.0
0,1,male,31.0,0,0,1.0,"[0.0,1.0,0.0,0.0,31.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,0,0,1.0,"[0.0,1.0,0.0,0.0,31.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,0,0,1.0,"[0.0,1.0,0.0,0.0,31.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,0,0,1.0,"[0.0,1.0,0.0,0.0,31.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,0,0,1.0,"[0.0,1.0,0.0,0.0,31.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,0,0,1.0,"[0.0,1.0,0.0,0.0,31.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,0,0,1.0,"[0.0,1.0,0.0,0.0,31.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,0,0,1.0,"[0.0,1.0,0.0,0.0,31.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,0,0,1.0,"[0.0,1.0,0.0,0.0,31.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,0,3,1.0,"[0.0,1.0,0.0,3.0,31.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,1,0,1.0,"[0.0,1.0,1.0,0.0,31.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,1,0,1.0,"[0.0,1.0,1.0,0.0,31.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,1,0,1.0,"[0.0,1.0,1.0,0.0,31.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,1,2,1.0,"[0.0,1.0,1.0,2.0,31.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,2,0,1.0,"[0.0,1.0,2.0,0.0,31.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,2,0,1.0,"[0.0,1.0,2.0,0.0,31.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,2,1,1.0,"[0.0,1.0,2.0,1.0,31.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,31.0,2,2,1.0,"[0.0,1.0,2.0,2.0,31.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,0,1.0,"[0.0,1.0,0.0,0.0,32.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,0,1.0,"[0.0,1.0,0.0,0.0,32.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,0,1.0,"[0.0,1.0,0.0,0.0,32.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,0,1.0,"[0.0,1.0,0.0,0.0,32.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,0,1.0,"[0.0,1.0,0.0,0.0,32.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,0,1.0,"[0.0,1.0,0.0,0.0,32.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,0,1.0,"[0.0,1.0,0.0,0.0,32.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,0,1.0,"[0.0,1.0,0.0,0.0,32.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,0,1.0,"[0.0,1.0,0.0,0.0,32.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,0,1,1.0,"[0.0,1.0,0.0,1.0,32.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,1,0,1.0,"[0.0,1.0,1.0,0.0,32.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,1,0,1.0,"[0.0,1.0,1.0,0.0,32.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,1,0,1.0,"[0.0,1.0,1.0,0.0,32.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,1,2,1.0,"[0.0,1.0,1.0,2.0,32.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,1,2,1.0,"[0.0,1.0,1.0,2.0,32.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,1,2,1.0,"[0.0,1.0,1.0,2.0,32.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,1,2,1.0,"[0.0,1.0,1.0,2.0,32.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,1,2,1.0,"[0.0,1.0,1.0,2.0,32.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,32.0,3,0,1.0,"[0.0,1.0,3.0,0.0,32.0,1.0]","[1.5435020027250008,-1.5435020027250008]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,0,0,1.0,"[0.0,1.0,0.0,0.0,33.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,0,0,1.0,"[0.0,1.0,0.0,0.0,33.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,0,0,1.0,"[0.0,1.0,0.0,0.0,33.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,0,0,1.0,"[0.0,1.0,0.0,0.0,33.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,0,0,1.0,"[0.0,1.0,0.0,0.0,33.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,0,0,1.0,"[0.0,1.0,0.0,0.0,33.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,0,1,1.0,"[0.0,1.0,0.0,1.0,33.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,1,0,1.0,"[0.0,1.0,1.0,0.0,33.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,1,0,1.0,"[0.0,1.0,1.0,0.0,33.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,1,0,1.0,"[0.0,1.0,1.0,0.0,33.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,1,1,1.0,"[0.0,1.0,1.0,1.0,33.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,1,1,1.0,"[0.0,1.0,1.0,1.0,33.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,1,1,1.0,"[0.0,1.0,1.0,1.0,33.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,1,1,1.0,"[0.0,1.0,1.0,1.0,33.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,33.0,1,2,1.0,"[0.0,1.0,1.0,2.0,33.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,0,1.0,"[0.0,1.0,0.0,0.0,34.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,0,1.0,"[0.0,1.0,0.0,0.0,34.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,0,1.0,"[0.0,1.0,0.0,0.0,34.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,0,1.0,"[0.0,1.0,0.0,0.0,34.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,0,1.0,"[0.0,1.0,0.0,0.0,34.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,0,1.0,"[0.0,1.0,0.0,0.0,34.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,0,1.0,"[0.0,1.0,0.0,0.0,34.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,0,1.0,"[0.0,1.0,0.0,0.0,34.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,0,1.0,"[0.0,1.0,0.0,0.0,34.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,0,2,1.0,"[0.0,1.0,0.0,2.0,34.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,1,0,1.0,"[0.0,1.0,1.0,0.0,34.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,1,0,1.0,"[0.0,1.0,1.0,0.0,34.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,1,0,1.0,"[0.0,1.0,1.0,0.0,34.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,1,0,1.0,"[0.0,1.0,1.0,0.0,34.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,1,0,1.0,"[0.0,1.0,1.0,0.0,34.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,1,0,1.0,"[0.0,1.0,1.0,0.0,34.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,1,2,1.0,"[0.0,1.0,1.0,2.0,34.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,1,2,1.0,"[0.0,1.0,1.0,2.0,34.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,2,0,1.0,"[0.0,1.0,2.0,0.0,34.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,2,1,1.0,"[0.0,1.0,2.0,1.0,34.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,2,2,1.0,"[0.0,1.0,2.0,2.0,34.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,34.0,3,0,1.0,"[0.0,1.0,3.0,0.0,34.0,1.0]","[1.5435020027250008,-1.5435020027250008]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,0,0,1.0,"[0.0,1.0,0.0,0.0,35.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,0,1.0,"[0.0,1.0,1.0,0.0,35.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,0,1.0,"[0.0,1.0,1.0,0.0,35.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,0,1.0,"[0.0,1.0,1.0,0.0,35.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,0,1.0,"[0.0,1.0,1.0,0.0,35.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,0,1.0,"[0.0,1.0,1.0,0.0,35.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,0,1.0,"[0.0,1.0,1.0,0.0,35.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,2,1.0,"[0.0,1.0,1.0,2.0,35.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,2,1.0,"[0.0,1.0,1.0,2.0,35.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,2,1.0,"[0.0,1.0,1.0,2.0,35.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,1,2,1.0,"[0.0,1.0,1.0,2.0,35.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,2,0,1.0,"[0.0,1.0,2.0,0.0,35.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,2,3,1.0,"[0.0,1.0,2.0,3.0,35.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,35.0,4,2,1.0,"[0.0,1.0,4.0,2.0,35.0,1.0]","[1.5435020027250006,-1.5435020027250006]","[0.9563534785727081,0.04364652142729186]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,0,1.0,"[0.0,1.0,0.0,0.0,36.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,1,1.0,"[0.0,1.0,0.0,1.0,36.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,0,9,1.0,"[0.0,1.0,0.0,9.0,36.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,1,0,1.0,"[0.0,1.0,1.0,0.0,36.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,1,2,1.0,"[0.0,1.0,1.0,2.0,36.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,1,2,1.0,"[0.0,1.0,1.0,2.0,36.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,1,2,1.0,"[0.0,1.0,1.0,2.0,36.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,1,2,1.0,"[0.0,1.0,1.0,2.0,36.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,1,2,1.0,"[0.0,1.0,1.0,2.0,36.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,36.0,3,2,1.0,"[0.0,1.0,3.0,2.0,36.0,1.0]","[1.5435020027250006,-1.5435020027250006]","[0.9563534785727081,0.04364652142729186]",0.0
0,1,male,37.0,0,0,1.0,"[0.0,1.0,0.0,0.0,37.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,0,0,1.0,"[0.0,1.0,0.0,0.0,37.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,0,0,1.0,"[0.0,1.0,0.0,0.0,37.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,0,0,1.0,"[0.0,1.0,0.0,0.0,37.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,0,0,1.0,"[0.0,1.0,0.0,0.0,37.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,0,0,1.0,"[0.0,1.0,0.0,0.0,37.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,0,1,1.0,"[0.0,1.0,0.0,1.0,37.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,0,2,1.0,"[0.0,1.0,0.0,2.0,37.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,1,0,1.0,"[0.0,1.0,1.0,0.0,37.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,1,0,1.0,"[0.0,1.0,1.0,0.0,37.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,1,2,1.0,"[0.0,1.0,1.0,2.0,37.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,1,2,1.0,"[0.0,1.0,1.0,2.0,37.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,1,2,1.0,"[0.0,1.0,1.0,2.0,37.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,37.0,1,5,1.0,"[0.0,1.0,1.0,5.0,37.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,0,0,1.0,"[0.0,1.0,0.0,0.0,38.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,0,0,1.0,"[0.0,1.0,0.0,0.0,38.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,0,0,1.0,"[0.0,1.0,0.0,0.0,38.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,0,0,1.0,"[0.0,1.0,0.0,0.0,38.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,0,0,1.0,"[0.0,1.0,0.0,0.0,38.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,0,0,1.0,"[0.0,1.0,0.0,0.0,38.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,0,0,1.0,"[0.0,1.0,0.0,0.0,38.0,1.0]","[1.543502002725002,-1.543502002725002]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,0,2,1.0,"[0.0,1.0,0.0,2.0,38.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,0,1.0,"[0.0,1.0,1.0,0.0,38.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,0,1.0,"[0.0,1.0,1.0,0.0,38.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,0,1.0,"[0.0,1.0,1.0,0.0,38.0,1.0]","[1.5435020027250015,-1.5435020027250015]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,1,1.0,"[0.0,1.0,1.0,1.0,38.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,1,1.0,"[0.0,1.0,1.0,1.0,38.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,1,1.0,"[0.0,1.0,1.0,1.0,38.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,2,1.0,"[0.0,1.0,1.0,2.0,38.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,2,1.0,"[0.0,1.0,1.0,2.0,38.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,2,1.0,"[0.0,1.0,1.0,2.0,38.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,1,2,1.0,"[0.0,1.0,1.0,2.0,38.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
0,1,male,38.0,2,2,1.0,"[0.0,1.0,2.0,2.0,38.0,1.0]","[1.543502002725001,-1.543502002725001]","[0.9563534785727084,0.04364652142729164]",0.0
